nom,adresse,description,telephone,courriel,site_web,territoire,clientele,categorie_territoire
chabad lifeline,"4615, chemin de la Côte-Sainte-Catherine Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 1M1","Réadaptation externe pour personnes aux prises avec une dépendance. Dépendances traitées: drogues, alcool, sexe, pornographie, jeu, médicaments, Internet, téléphone intelligent et jeux vidéos. Thérapi...",514 738-7700,lifelineinfo@chabadlifeline.com,www.chabadlifeline.com,île de Montréal,"personnes en détresse en raison d'une dépendance, leur famille, services jeunesse: personnes adolescentes à risque de développer une dépendance et jeunes ayant grandi dans une famille ayant des problèmes de dépendance",montreal
carrefour point tournant,"1111, rue Beauregard Longueuil Montérégie QC J4K 2L2",Centre de réadaptation interne de 3 mois. Programme distinct pour les dépendances aux substances. Programme thérapeutique de 12 semaines avec hébergement. Accueil et évaluation. Rencontres individuell...,450 651-0418,info@carrefourlepointtournant.com,www.carrefourlepointtournant.com,le Québec,"hommes de 18 ans et plus présentant une problématique dominante aux substances psychoactives (alcool, drogues, médicament)",provincial
agence ometz - annexe (l'),"5400, avenue Westbury, 2e étage Westmount Montréal QC H3Y 2W8",Espace communautaire pour adolescent·e·s et jeunes adultes. Ateliers bien-être et développement des compétences. Services d'éducation et d'emploi. Événements spéciaux et groupes sociaux. Soutien indiv...,514 249-3812,social@lannexe.ca,www.ometz.ca/lannexe_fr/?langID=2,Grand Montréal,jeunes adultes de 16 à 35 ans,grand_montreal
service correctionnel canada - centre fédéral de formation à sécurité multiniveau,"6099, boulevard Lévesque Est Saint-Vincent-de-Paul Laval QC H7C 1P1",Établissement à sécurité minimale et moyenne responsable des activités relatives à la détention des personnes contrevenantes. Évaluations et suivi des personnes contreven,450 661-7786,,www.csc-scc.gc.ca,le Québec,hommes contrevenants condamnés à des peines supérieures à 2 ans,provincial
institut universitaire de gériatrie de montréal - pavillon alfred-desrochers,"5325, avenue Victoria Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 2P2",Centre de soins spécialisés en santé des personnes âgées affilié à l'Université de Montréal. Unité de courte durée. Unité de réadaptation fonctionnelle intensive. Programme d'h,514 340-2800,,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-alfred-desrochers,île de Montréal,personnes aînées,montreal
association culturelle arménienne tekeyan (l'),"825, rue Manoogian Saint-Laurent Montréal QC H4N 1Z5","Activités culturelles: théâtre, arts plastiques, littérature, danse traditionnelle. Activités sociales. Camps de jour estivaux. Bibliothèque de livres arméniens. Journal hebdomadaire Abaka. Vision Cré...",514 747-6680,centretekeyan@bellnet.ca,tekeyanmontreal.ca,"île de Montréal, Laval",personnes de la communauté arménienne,grand_montreal
campus de longueuil - réadaptation en internat et services psychosociaux,"1251, rue Beauregard Longueuil Montérégie QC J4K 2M3",Point de services psychosociaux et de réadaptation en internat.,450 646-6630,,santemonteregie.qc.ca/installations/campus-de-longueuil-readaptation-en-internat-et-services-psychosociaux,Montérégie,"enfants et adolescent·e·s en difficulté, parents, tuteur·rice·s, intervenant·e·s",provincial
friperie mpc (la),"1900, rue Grand Trunk Le Sud-Ouest Montréal QC H3K 1N9","Récupération et vente de vêtements usagés à prix abordables. Dons en situation d'urgence, sur référence.",514 933-2507,shanice@madameprendconge.com,www.madameprendconge.com,île de Montréal,population générale,montreal
montréal - ville - écocentre rivière-des-prairies,"11400, rue Léopold-Christin Rivière-des-Prairies—Pointe-aux-Trembles Montréal QC H1E 7R3","Site de réemploi et de récupération des matières résiduelles. Appareils de réfrigération, de congélation et de climatisation contenant des halocarbures. Électroménagers. Encombrants rembourrés. Matièr...",514 872-0384,,montreal.ca/lieux/ecocentre-riviere-des-prairies,île de Montréal,"grand public, propriétaires d'immeuble à logements multiples, organismes à but non lucratif, entreprises de construction",montreal
centre des travailleurs et travailleuses immigrants,"4755, avenue Van Horne, bureau 110 Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 1H8",Défense des droits. Information et références. Éducation sur les droits des travailleurs par l'entremise de campagnes de sensibilisation visant particulièrement les travailleur·euse·s temporaires et c...,514 342-2111,info@iwc-cti.ca,iwc-cti.ca/fr,Grand Montréal,travailleur·euse·s immigrant·e·s,grand_montreal
chsld juif donald berman,"5725, avenue Victoria Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 3H6",Centre d'hébergement public pour personnes aînées et personnes en perte d'autonomie. Hébergement et soins de longue durée. Centre de jour avec services thérapeutiques pour personnes non-hébergées.,514 738-4500,,www.chsldjuifdonaldberman.ca,île de Montréal,"personnes aînées, personnes en perte d'autonomie, personnes de la communauté juive",montreal
ateliers cinq épices (les),"1945, rue Mullins, local 145 Le Sud-Ouest Montréal QC H3K 1N9",Promotion de la saine alimentation par le biais d'ateliers de cuisine-nutrition et de cuisine-découverte. Formations pour les personnes intervenantes qui désirent animer des ateliers de cuisine auprès...,514 931-5031,info@cinqepices.org,www.cinqepices.org,Grand Montréal,enfants âgés entre 2 ans et 12 ans,grand_montreal
cuisine-atout,"1945, rue Mullins, bureau 140 Le Sud-Ouest Montréal QC H3K 1N9",Programme d'insertion socioprofessionnelle de 6 mois. Formation technique et pratique pour les métiers semi-spécialisés en service alimentaire avec expérience en milieu de travail. Formation de base e...,514 939-4080,info@cuisine-atout.com,cuisine-atout.com,"île de Montréal, priorité aux résidents du Sud-Ouest","adultes de 18 à 55 ans, sans emploi, éloigné·e·s du marché de travail, n'ayant pas complété d'études secondaires, personne issues de l'immigration",montreal
pinay,"4781, rue Van Horne, bureau 208 Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 1H8","Autonomisation des femmes philippines, des travailleur·euse·s migrant·e·s et des travailleur·euse·s philippin·e·s à l'étranger. Ateliers de formation et d'éducation sur des sujets variés: permis de tr...",514 447-3033,contact@pinayquebec.org,,île de Montréal et les environs,"femmes et hommes philippins, y compris les travailleur·euse·s du Programme des travailleurs étrangers temporaires (PTET) ayant un statut précaire, les travailleur·euse·s isolé·e·s ou vulnérables, les personnes victimes de la traite des êtres humains à des fins de travail forcé, les travailleur·euse·s philippin·e·s impliqué·e·s dans des escroqueries au recrutement, les travailleur·euse·s philippin·e·s à l'étranger ou sans papiers",montreal
légion royale canadienne - direction du québec,"2727, rue Saint-Patrick, bureau 105 Le Sud-Ouest Montréal QC H3K 0A8",Aide pour les ancien·ne·s combattant·te·s et les personnes à leur charge. Promotion du Souvenir. Soutien aux militaires en service. Implication au sein des communautés locales et régionales du Canada....,1 877 401-7111,info@qc.legion.ca,www.qc.legion.ca,le Québec,"anciens combattants et personnes à leur charge, militaires en service",provincial
maison benoit-labre (la),"250, avenue Atwater Le Sud-Ouest Montréal QC H4C 0C8","Centre de jour. Soutien et référence. Repas quotidiens: déjeuner et collations. Vestiaire, douches. Distribution de produits d'hygiène. Programme d'implication sociale: Propulsion et Brigades. Accès à...",514 937-5973,info@benedictlabre.org,lamaisonbenoitlabre.org,île de Montréal,personnes de 18 ans et plus sans domicile ou à faible revenu,montreal
icna relief canada,Montréal QC,Informations et références. Aide alimentaire.,1 844-997-8777,montrealfb@icnareliefcanada.ca,icnareliefcanada.ca,île de Montréal,"familles et personnes ayant un faible revenu, bénéficiaires de l'aide sociale, réfugiés",montreal
comité des usagers du centre d'hébergement notre-dame-de-la-merci,"555, boulevard Gouin Ouest Ahuntsic-Cartierville Montréal QC H3L 1K5",Comité des personnes usagères. Renseignements sur les droits et obligations. Amélioration de la qualité des conditions de vis des personnes usagères. Évaluation du degré de satisfaction d,514 331-3025 poste 5171422,cr.ndm.cnmtl@ssss.gouv.qc.ca,www.ciusssnordmtl.ca/a-propos/comites-et-conseils/comites-des-usagers-et-comites-des-residents/liste-des-comites-des-usagers-et-des-comites-des-residents,île de Montréal,personnes usagères du Centre d'hébergement Notre-Dame-de-la-Merci,montreal
école entreprise formétal (l'),"1850, rue Le Ber Le Sud-Ouest Montréal QC H3K 2A4","Entreprise d'insertion sociale et professionnelle. Formations techniques de 6 mois. Domaines de formation: transformation du métal en feuille, soudage, peinture, travail général d'usine.",514 939-2510,reception@formetal.qc.ca,formetal.qc.ca,île de Montréal et environs,personnes de 18 à 65 ans qui souhaitent entamer une réinsertion professionnelle dans le domaine de la fabrication métallique et du travail d'usine,montreal
services correctionnels du québec - établissement de détention de laval (leclerc),"400, montée Saint-François Saint-Vincent-de-Paul Laval QC H7C 1S7",Instance responsable des activités relatives à la détention des personnes contrevenantes. Évaluations et suivi des personnes contrevenantes. Gestion des programmes de gard,450 664-1234,,www.quebec.ca/securite-situations-urgence/services-correctionnels,le Québec,"personnes contrevenantes condamnées à des peines inférieures à 2 ans, personnes prévenues",provincial
services correctionnels du québec - établissement de détention de montréal (bordeaux),"800, boulevard Gouin Ouest Ahuntsic-Cartierville Montréal QC H3L 1K7",Instance responsable des activités relatives à la détention des personnes contrevenantes. Évaluations et suivi des personnes contrevenantes. Gestion des programmes de,514 336-7700,,www.quebec.ca/securite-situations-urgence/services-correctionnels,le Québec,"hommes contrevenants condamnés à des peines inférieures à 2 ans, hommes prévenus",provincial
cèdres (les) - centre d'accueil pour personnes âgées - ahuntsic-cartierville,"11033, rue Drouart Ahuntsic-Cartierville Montréal QC H3M 2S4",Hébergement pour personnes aînées nécessitant plus de 3 heures de soins par jour.,514 332-4040,info@centrelescedres.ca,www.centrelescedres.ca/fr,île de Montréal,personnes aînées nécessitant plus de 3 heures de soins par jour,montreal
école peter hall,"840, boulevard de la Côte-Vertu Saint-Laurent Montréal QC H4L 1Y4",Centre administratif. Campus primaire et secondaire.,514 748-6727,siegesocial@peterhall.qc.ca,peterhall.qc.ca,"Grand Montréal, Rive-Sud, Rive-Nord","élèves francophones et anglophones de 4 à 21 ans avec une déficience intellectuelle légère, moyenne, profonde à sévère, des troubles du spectre de l'autisme ou des troubles relevant de la psychopathologie, avec ou sans handicaps associés",grand_montreal
école peter hall - côte-vertu,"840, boulevard de la Côte-Vertu Saint-Laurent Montréal QC H4L 1Y4",Programmes de niveau secondaire francophone et anglophone.,514 747-4075,cote-vertu@peterhall.qc.ca,peterhall.qc.ca,"Grand Montréal, Rive-Sud et Rive-Nord","élèves francophones et anglophones de 12 à 21 ans avec une déficience intellectuelle légère, moyenne, profonde à sévère, des troubles du spectre de l'autisme ou des troubles relevant de la psychopathologie, avec ou sans handicaps associés",grand_montreal
association des inuits du sud du québec,"1315, rue Charlevoix Le Sud-Ouest Montréal QC H3K 3A1","Représentation, défense des intérêts et soutien communautaire aux Inuits du Sud du Québec. Promotion du développement culturel, communautaire, social et économique des Inuits du Sud du Québec. Informa...",514 932-5267,sqiafrontdesk@gmail.com,,sud du Québec,Inuit,provincial
fondation les petits rois,"4666, avenue Victoria Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 2N1",Promotion de l'éducation et le développement d'enfants qui vivent avec une déficience intellectuelle avec ou sans troubles liés au spectre de l'autisme. Encadrement éducatif. Accompagnement en milieu ...,,info@petitsrois.org,petitsrois.org/fr,Île de Montréal,jeunes vivant avec une déficience intellectuelle avec ou sans un trouble du spectre de l'autisme,montreal
mission du grand berger - récupération d'articles usagés,"2510, rue Centre Le Sud-Ouest Montréal QC H3K 1J8","Récupération de dons: électroménagers, meubles, articles de maison, vêtements, matelas enveloppés et inspectés, livres. Collecte à domicile.",514 933-9608,demunis@missiongrandberger.com,www.missiongrandberger.com/accueil,île de Montréal,,montreal
mission du grand berger,"2510, rue Centre Le Sud-Ouest Montréal QC H3K 1J8","Distribution de repas complets par une unité mobile dans les lieux publics du centre-ville, dont le parc Émilie-Gamelin. Friperie: vente d'électroménagers, de meubles, d'articles de maison, de vêtemen...",514 933-9608,demunis@missiongrandberger.com,www.missiongrandberger.com/accueil,île de Montréal,"personnes en situation d'itinérance, personnes avec un faible revenu, grand public",montreal
centre d'assistance et d'accompagnement aux plaintes - île de montréal,"4900, rue Jean-Talon Ouest, bureau 210 Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H4P 1W9",Défense des droits des usagers du réseau de la santé et des services sociaux. Information et référence. Soutien et conseil. Aide pour formuler une plainte et accompagnement dans les,514 861-5998,info@caapidm.ca,www.caapidm.ca,île de Montréal,"usager·ères des services de santé et sociaux: CLSC, CHSLD, centres de réadaptation, centres jeunesse, services ambulatoires, centres hospitaliers, résidences privées pour personnes âgées, familles ou résidences d'accueil, ressources intermédiaires, organismes communautaires",montreal
