nom,adresse,description,telephone,courriel,site_web,territoire,clientele,categorie_territoire,secteur,secteur_secondaire,exclu
cuisine-atout,"1945, rue Mullins, bureau 140 Le Sud-Ouest Montréal QC H3K 1N9",Programme d'insertion socioprofessionnelle de 6 mois. Formation technique et pratique pour les métiers semi-spécialisés en service alimentaire avec expérience en milieu de travail. Formation de base e...,514 939-4080,info@cuisine-atout.com,cuisine-atout.com,"île de Montréal, priorité aux résidents du Sud-Ouest","adultes de 18 à 55 ans, sans emploi, éloigné·e·s du marché de travail, n'ayant pas complété d'études secondaires, personne issues de l'immigration",montreal,emploi,bien_etre_alimentaire,non
pinay,"4781, rue Van Horne, bureau 208 Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 1H8","Autonomisation des femmes philippines, des travailleur·euse·s migrant·e·s et des travailleur·euse·s philippin·e·s à l'étranger. Ateliers de formation et d'éducation sur des sujets variés: permis de tr...",514 447-3033,contact@pinayquebec.org,,île de Montréal et les environs,"femmes et hommes philippins, y compris les travailleur·euse·s du Programme des travailleurs étrangers temporaires (PTET) ayant un statut précaire, les travailleur·euse·s isolé·e·s ou vulnérables, les personnes victimes de la traite des êtres humains à des fins de travail forcé, les travailleur·euse·s philippin·e·s impliqué·e·s dans des escroqueries au recrutement, les travailleur·euse·s philippin·e·s à l'étranger ou sans papiers",montreal,defense_droits,soutien_vulnerabilite,non
légion royale canadienne - direction du québec,"2727, rue Saint-Patrick, bureau 105 Le Sud-Ouest Montréal QC H3K 0A8",Aide pour les ancien·ne·s combattant·te·s et les personnes à leur charge. Promotion du Souvenir. Soutien aux militaires en service. Implication au sein des communautés locales et régionales du Canada....,1 877 401-7111,info@qc.legion.ca,www.qc.legion.ca,le Québec,"anciens combattants et personnes à leur charge, militaires en service",provincial,soutien_vulnerabilite,autres_missions_sociales,non
maison benoit-labre (la),"250, avenue Atwater Le Sud-Ouest Montréal QC H4C 0C8","Centre de jour. Soutien et référence. Repas quotidiens: déjeuner et collations. Vestiaire, douches. Distribution de produits d'hygiène. Programme d'implication sociale: Propulsion et Brigades. Accès à...",514 937-5973,info@benedictlabre.org,lamaisonbenoitlabre.org,île de Montréal,personnes de 18 ans et plus sans domicile ou à faible revenu,montreal,soutien_vulnerabilite,bien_etre_alimentaire,non
icna relief canada,Montréal QC,Informations et références. Aide alimentaire.,1 844-997-8777,montrealfb@icnareliefcanada.ca,icnareliefcanada.ca,île de Montréal,"familles et personnes ayant un faible revenu, bénéficiaires de l'aide sociale, réfugiés",montreal,bien_etre_alimentaire,soutien_vulnerabilite,non
école entreprise formétal (l'),"1850, rue Le Ber Le Sud-Ouest Montréal QC H3K 2A4","Entreprise d'insertion sociale et professionnelle. Formations techniques de 6 mois. Domaines de formation: transformation du métal en feuille, soudage, peinture, travail général d'usine.",514 939-2510,reception@formetal.qc.ca,formetal.qc.ca,île de Montréal et environs,personnes de 18 à 65 ans qui souhaitent entamer une réinsertion professionnelle dans le domaine de la fabrication métallique et du travail d'usine,montreal,emploi,education_formation,non
école peter hall,"840, boulevard de la Côte-Vertu Saint-Laurent Montréal QC H4L 1Y4",Centre administratif. Campus primaire et secondaire.,514 748-6727,siegesocial@peterhall.qc.ca,peterhall.qc.ca,"Grand Montréal, Rive-Sud, Rive-Nord","élèves francophones et anglophones de 4 à 21 ans avec une déficience intellectuelle légère, moyenne, profonde à sévère, des troubles du spectre de l'autisme ou des troubles relevant de la psychopathologie, avec ou sans handicaps associés",grand_montreal,education_formation,sante,non
école peter hall - côte-vertu,"840, boulevard de la Côte-Vertu Saint-Laurent Montréal QC H4L 1Y4",Programmes de niveau secondaire francophone et anglophone.,514 747-4075,cote-vertu@peterhall.qc.ca,peterhall.qc.ca,"Grand Montréal, Rive-Sud et Rive-Nord","élèves francophones et anglophones de 12 à 21 ans avec une déficience intellectuelle légère, moyenne, profonde à sévère, des troubles du spectre de l'autisme ou des troubles relevant de la psychopathologie, avec ou sans handicaps associés",grand_montreal,education_formation,sante,non
association des inuits du sud du québec,"1315, rue Charlevoix Le Sud-Ouest Montréal QC H3K 3A1","Représentation, défense des intérêts et soutien communautaire aux Inuits du Sud du Québec. Promotion du développement culturel, communautaire, social et économique des Inuits du Sud du Québec. Informa...",514 932-5267,sqiafrontdesk@gmail.com,,sud du Québec,Inuit,provincial,defense_droits,developpement_communautaire,non
fondation les petits rois,"4666, avenue Victoria Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 2N1",Promotion de l'éducation et le développement d'enfants qui vivent avec une déficience intellectuelle avec ou sans troubles liés au spectre de l'autisme. Encadrement éducatif. Accompagnement en milieu ...,,info@petitsrois.org,petitsrois.org/fr,Île de Montréal,jeunes vivant avec une déficience intellectuelle avec ou sans un trouble du spectre de l'autisme,montreal,developpement_enfants_familles,sante,non
mission du grand berger,"2510, rue Centre Le Sud-Ouest Montréal QC H3K 1J8","Distribution de repas complets par une unité mobile dans les lieux publics du centre-ville, dont le parc Émilie-Gamelin. Friperie: vente d'électroménagers, de meubles, d'articles de maison, de vêtemen...",514 933-9608,demunis@missiongrandberger.com,www.missiongrandberger.com/accueil,île de Montréal,"personnes en situation d'itinérance, personnes avec un faible revenu, grand public",montreal,bien_etre_alimentaire,soutien_vulnerabilite,non
centre d'assistance et d'accompagnement aux plaintes - île de montréal,"4900, rue Jean-Talon Ouest, bureau 210 Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H4P 1W9",Défense des droits des usagers du réseau de la santé et des services sociaux. Information et référence. Soutien et conseil. Aide pour formuler une plainte et accompagnement dans les,514 861-5998,info@caapidm.ca,www.caapidm.ca,île de Montréal,"usager·ères des services de santé et sociaux: CLSC, CHSLD, centres de réadaptation, centres jeunesse, services ambulatoires, centres hospitaliers, résidences privées pour personnes âgées, familles ou résidences d'accueil, ressources intermédiaires, organismes communautaires",montreal,defense_droits,sante,non
préma-québec,"25, rue de Lauzon, bureau 8 Boucherville Montérégie QC J4B 1E7",Soutien pour parents d'enfants prématurés pendant l'hospitalisation et au retour à la maison. Groupe de discussion dans les unités néonatales pour parents dont le bébé est hospitalisé. Service d'héber...,1 888 651-4909,info@premaquebec.ca,premaquebec.ca,le Québec,"parents d'enfants prématuré·e·s, professionnel·le·s",provincial,sante,developpement_enfants_familles,non
centre de la fluidité verbale de montréal,"4626, rue Sainte-Catherine Ouest Westmount Montréal QC H3Z 1S3","Centre d'orthophonie et de psychopédagogie. Séances individuelles et de groupe en orthophonie et apprentissage. Évaluations en matière de langue, parole, langage et littéracie. Évaluations concernant ...",514 489-4320,reception@montrealfluency.com,https://fluiditemontreal.com/,le Québec,"enfants et adolescent·e·s vivant avec des troubles de la communication et d'apprentissage, familles, professionnel·le·s",provincial,sante,education_formation,non
résonance montréal,"4670, rue Sainte-Catherine Ouest Westmount Montréal QC H3Z 1S5","Établissement d'enseignement où les enfants qui présentent une déficience auditive apprennent en écoutant et en parlant. Intervention précoce pour les 0 à 3 ans: orientation parentale, stimulation du ...",514 488-4946,info@resonancemontreal.ca,resonancemontreal.ca/fr,"île de Montréal et les environs, services indirects: le Québec","enfants vivant avec la surdité, programme d'intégration scolaire: enfants, adolescents et jeunes adultes de 4 à 21 ans",montreal,sante,developpement_enfants_familles,non
canada afrique pour le développement durable,"235, rue Frank-Selke, bureau 3 Le Sud-Ouest Montréal QC H3K 3J6","Soutien aux communautés multiculturelles et promotion de l'intégration des immigrants et des réfugiés. Conseil et accompagnement. Conférences et ateliers sur la diversité, le multiculturalisme, les lu...",438 936-3697,cadeveloppementdurable@gmail.com,www.caddurable.com,Île de Montréal,"immigrant·e·s, réfugié·e·s, populations vulnérables",montreal,autres_missions_sociales,developpement_communautaire,non
atelier jem,"8400, avenue Mountain Sights Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H4P 2B9","Atelier de travail à temps partiel ou à temps plein adapté aux besoins et aux habiletés. Emballage et assemblage, fonctionnement léger de machine, étiquetage et triage, sous supervision. Consultation ...",514 735-4217,info@jemworkshop.org,www.jemworkshop.org/fr,Grand Montréal,"personnes de 18 ans et plus avec un problème physique, émotionnel ou intellectuel et qui ne peuvent pas travailler dans une industrie concurrentielle",grand_montreal,emploi,sante,non
agence ometz,"1 carré Cummings, 5151, chemin de la Côte-Sainte-Catherine Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 1M6","Services d'intervention, de prévention et de soutien visant l'amélioration de la qualité de vie. Soutien en santé mentale. Consultation pour familles, couples et personnes seules. Éducation en matière...",514 342-0000 poste 3333,info@ometz.ca,www.ometz.ca,île de Montréal,"grand public, volet immigration: personnes nouvellement arrivées",montreal,sante,soutien_vulnerabilite,non
young men's and young women's hebrew association of montreal,"5400, avenue Westbury Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 2W8",Programmes de conditionnement physique. Club de santé. Services culturels et de loisirs. Programmes pour les personnes ayant des besoins spéciaux. Entraînement personnel. Sports et ligues.,514 737-6551,contact@ymywha.com,ymywha.com/fr,île de Montréal,grand public,montreal,sports_loisirs_tourisme,sante,oui
centre africain de développement et d'entraide,"2390, rue de Ryde, bureau 202 Le Sud-Ouest Montréal QC H3K 1R6",Dons de petits électroménagers. Information et références. Aide pour remplir les formulaires et accompagnement dans les services gouvernementaux. Aide aux devoirs dans les écoles primaires. Programme ...,514 528-6032,centreafricaindeveloppement@gmail.com,,Grand Montréal,"personnes immigrantes et réfugiées d'origine africaine, personnes de toute origine en situation de précarité",grand_montreal,autres_missions_sociales,education_formation,non
centre de développement yaldei shashuim,"5170, rue Van Horne Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 1J6",Programme individualisé d'intervention précoce pour enfants de 0 à 6 ans et thérapies spécialisées pour enfants de 0 à 21 ans vivant avec des problèmes de développement. École Yaldei: enfants de 4 à 1...,514 279-3666,info@yaldei.org,www.centreyaldei.org,île de Montréal,"enfants de 0 à 21 ans vivant avec un trouble du spectre de l'autisme, une déficience physique, une déficience intellectuelle, un trouble du déficit de l'attention avec ou sans hyperactivité, des difficultés émotionnelles",montreal,developpement_enfants_familles,sante,non
g.e.m.e. groupe d'entraide pour un mieux-être - laval,"25, rue Saint-Louis Pont-Viau Laval QC H7G 4W3",Groupes de soutien en personne et virtuels (sur Zoom). Consultations individuelles en personne et virtuels (sur Zoom). Groupes de méditation. Documentation et outils pour gérer les troubles anxieux:,1 866 443-4363,info@groupegeme.com,www.groupegeme.com,le Québec,"personnes de 18 ans et plus avec des troubles anxieux: stress, phobie simple ou sociale, agoraphobie, trouble panique, burnout, dépression, stress post-traumatique",provincial,sante,soutien_vulnerabilite,non
centre juif cummings pour aînés,"5700, avenue Westbury Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 3E8","Services aux personnes aînées, principalement de la communauté juive. Information et référence. Intervention individuelle et suivi. Activités culturelles et sociales. Popote roulante cachère. Défense ...",514 343-3514,info@cummingscentre.org,cummingscentre.org/fr,Grand Montréal,"personnes à mobilité réduite, personnes âgées de 50 ans et plus, principalement de la communauté juive, popote roulante cachère: personnes de 65 ans et plus",grand_montreal,sante,bien_etre_alimentaire,non
alliance pour l'accueil et l'intégration des immigrant-es,"5165, chemin Queen-Mary, bureau 350, 3e étage Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC H3W 1X7","Information et référence. Objectif Intégration (OI): cours d'intégration intensif ou à temps partiel, en personne ou à distance, parlant de l'histoire du Québec, du marché de l'emploi, etc. Aide",514 737-3642,info@alac.qc.ca,www.alac.qc.ca,"services d'intégration: le Québec, services d'employabilité: île de Montréal","service d'intégration: personnes résidentes permanentes, personnes réfugiées acceptées et personnes demandeuses d'asile, personnes travailleuses étrangères temporaires, personnes étudiantes étrangères, service d'employabilité: personnes résidentes permanentes, personnes réfugiées acceptées et personnes travailleuses étrangères temporaires",montreal,autres_missions_sociales,emploi,non
